,artist,date,genre,style,title,filename,20,res_all,res_fc,vgg_all,vgg_fc,vgg_last,res_all_acc,res_fc_acc,vgg_all_acc,vgg_fc_acc,vgg_last_acc,all_true
150,Qi Baishi,1908,landscape,Ink and wash painting,Lotus pond ,78424.jpg,1900-1919,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,False,False,False,False,False,False
151,Francisco Oller,1870,still life,Realism,"Bodegón de guineos, jarra y pajuiles ",99014.jpg,1860-1879,1900-1919,1900-1919,1880-1899,1880-1899,1980-1999,False,False,False,False,False,False
152,Valentin Serov,1910,portrait,Impressionism,Portrait of Sergey Muromtsev,99145.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,1880-1899,True,True,False,True,False,False
153,Eugene Boudin,1890,landscape,Impressionism,"Etaples, La Canache, High Tide",44326.jpg,1880-1899,1880-1899,1860-1879,1860-1879,1880-1899,1880-1899,True,False,False,True,True,False
154,Lucian Freud,1975,nude painting (nu),Expressionism,Annie and Alice,61401.jpg,1960-1979,1960-1979,1900-1919,1960-1979,1960-1979,1940-1959,True,False,True,True,False,False
155,Arman Manookian,1926,illustration,Naïve Art (Primitivism),"Manookian's cover for 'Pearl Harbor Weekly', December 1926",35899.jpg,1920-1939,1900-1919,1900-1919,1900-1919,1900-1919,1940-1959,False,False,False,False,False,False
156,Konstantin Korovin,1914,design,Art Nouveau (Modern),Set Design for the ballet Ts Puni Humpbacked Horse,62864.jpg,1900-1919,1860-1879,1900-1919,1900-1919,1900-1919,1920-1939,False,True,True,True,False,False
157,Marc Chagall,1914,portrait,Cubism,Jew in Green,72225.jpg,1900-1919,1940-1959,1920-1939,1860-1879,1920-1939,1860-1879,False,False,False,False,False,False
158,John Ferren,1963,abstract,Abstract Expressionism,Untitled,14452.jpg,1960-1979,1920-1939,1940-1959,1960-1979,1960-1979,1900-1919,False,False,True,True,False,False
159,Yves Gaucher,1962,abstract,Minimalism,Sa,34583.jpg,1960-1979,1960-1979,1940-1959,1900-1919,1900-1919,1940-1959,True,False,False,False,False,False
160,Heorhiy Narbut,1910,illustration,Art Nouveau (Modern),Illustration. 'Fairy Tales: Teremok. Mizgir'.,1271.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1920-1939,1940-1959,True,True,False,False,False,False
161,Viktor Vasnetsov,1893,religious painting,Symbolism,Alexander Nevsky ,59704.jpg,1880-1899,1920-1939,1980-1999,1940-1959,1940-1959,1960-1979,False,False,False,False,False,False
162,Henri de Toulouse-Lautrec,1888,genre painting,Post-Impressionism,"At the Circus Fernando, the rider",41532.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,1940-1959,False,False,True,True,False,False
163,Maurice Prendergast,1923,landscape,Post-Impressionism,Rockport,79861.jpg,1920-1939,1900-1919,1900-1919,1880-1899,1900-1919,1940-1959,False,False,False,False,False,False
164,Pierre-Auguste Renoir,1875,landscape,Impressionism,The Garden,94066.jpg,1860-1879,1860-1879,1900-1919,1880-1899,1960-1979,1900-1919,True,False,False,False,False,False
165,Georges Hugnet,1936,figurative,Surrealism,Bonjour Paris ,41585.jpg,1920-1939,1860-1879,1900-1919,1920-1939,1960-1979,1920-1939,False,False,True,False,True,False
166,Ferdinand Hodler,1892,landscape,Realism,Autumn Evening,22865.jpg,1880-1899,1920-1939,1900-1919,1880-1899,1880-1899,1900-1919,False,False,True,True,False,False
167,Leonora Carrington,1938,symbolic painting,Surrealism,The Meal of Lord Candlestick,71597.jpg,1920-1939,1960-1979,1900-1919,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
168,Rene Magritte,1950,symbolic painting,Surrealism,The wasted footsteps,57197.jpg,1940-1959,1960-1979,1900-1919,1920-1939,1900-1919,1860-1879,False,False,False,False,False,False
169,Vajda Lajos,1933,figurative,Surrealism,Tolstoj and Gandhi ,28355.jpg,1920-1939,1920-1939,1920-1939,1920-1939,1900-1919,1920-1939,True,True,True,False,True,False
170,Carlos Orozco Romero,1953,symbolic painting,Surrealism,Ensayo de color,30455.jpg,1940-1959,1940-1959,1960-1979,1920-1939,1960-1979,1960-1979,True,False,False,False,False,False
171,Paul Klee,1940,genre painting,Surrealism,The Travelling Circus,52752.jpg,1940-1959,1920-1939,1900-1919,1920-1939,1900-1919,1920-1939,False,False,False,False,False,False
172,Zinaida Serebriakova,1923,portrait,Expressionism,Girl with tie ,14376.jpg,1920-1939,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,False,False,False,True,False,False
173,Paul Cezanne,1890,still life,Post-Impressionism,Still life with Apples,54228.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
174,Zinaida Serebriakova,1913,nude painting (nu),Art Nouveau (Modern),Bath ,87008.jpg,1900-1919,1920-1939,1900-1919,1940-1959,1920-1939,1920-1939,False,True,False,False,False,False
175,Konstantin Yuon,1929,genre painting,Socialist Realism,Students,92634.jpg,1920-1939,1900-1919,1900-1919,1900-1919,1900-1919,1960-1979,False,False,False,False,False,False
176,Claude Monet,1882,landscape,Impressionism,"Path at La Cavee, Pourville",17270.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,1880-1899,False,False,True,True,True,False
177,Sir Lawrence Alma-Tadema,1878,genre painting,Romanticism,A Hearty Welcome,56068.jpg,1860-1879,1880-1899,1980-1999,1880-1899,1880-1899,1940-1959,False,False,False,False,False,False
178,Pierre-Auguste Renoir,1876,genre painting,Impressionism,The First Outing,57290.jpg,1860-1879,1900-1919,1900-1919,1900-1919,1860-1879,1900-1919,False,False,False,True,False,False
179,Max Pechstein,1920,genre painting,Expressionism,Am Ufer (At the Riverbank),76136.jpg,1920-1939,1920-1939,1900-1919,1900-1919,1920-1939,1900-1919,True,False,False,True,False,False
180,Henri-Edmond Cross,1905,landscape,Pointillism,A Pine Tree,40240.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1900-1919,1900-1919,True,False,True,True,True,False
181,Shotei Takahashi,1925,bijinga,Shin-hanga,Geisha by Brazier,87258.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
182,Vincent van Gogh,1890,cityscape,Post-Impressionism,Chestnut Trees in Blossom ,18792.jpg,1880-1899,1880-1899,1980-1999,1880-1899,1900-1919,1940-1959,True,False,True,False,False,False
183,Adolphe Joseph Thomas Monticelli,1881,landscape,Romanticism,Farmyard with Donkeys and Roosters,15980.jpg,1880-1899,1880-1899,1900-1919,1860-1879,1880-1899,1880-1899,True,False,False,True,True,False
184,Henry Herbert La Thangue,1886,genre painting,Realism,The Return of the Reapers,35689.jpg,1880-1899,1880-1899,1860-1879,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
185,Robert Henri,1911,landscape,American Realism,"Monhegan Island, Maine ",9186.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,1900-1919,True,True,False,True,True,False
186,Lynd Ward,1936,illustration,Expressionism,"Song Without Words, Plate 12",86260.jpg,1920-1939,1940-1959,1900-1919,1920-1939,1920-1939,1900-1919,False,False,True,True,False,False
187,Georges Seurat,1880,sketch and study,Post-Impressionism,"Soldier Fencing, Another Reclining",34267.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,1880-1899,False,False,True,True,True,False
188,Arshile Gorky,1941,abstract,Surrealism,Garden in Sochi,35900.jpg,1940-1959,1940-1959,1900-1919,1920-1939,1920-1939,1940-1959,True,False,False,False,True,False
189,Theo van Rysselberghe,1903,genre painting,Pointillism,The Reading,33932.jpg,1900-1919,1880-1899,1900-1919,1920-1939,1880-1899,1880-1899,False,True,False,False,False,False
190,James Webb ,1876,cityscape,Romanticism,Constantinople ,75569.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1880-1899,True,True,True,True,False,False
191,Anna Ostroumova-Lebedeva,1942,cityscape,Art Nouveau (Modern),The monument to Peter I,98586.jpg,1940-1959,1900-1919,1900-1919,1920-1939,1940-1959,1940-1959,False,False,False,True,True,False
192,Charles Cottet,1905,landscape,Post-Impressionism,Petit village au pied de la falaise,65926.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1880-1899,1980-1999,True,True,False,False,False,False
193,Louis Comfort Tiffany,1905,design,Art Nouveau (Modern),Pitcher. Corn design. ,94871.jpg,1900-1919,1940-1959,1940-1959,1900-1919,1940-1959,1960-1979,False,False,True,False,False,False
194,Julian Ashton,1891,landscape,Impressionism,"Shoalhaven River, junction with Broughton Creek, New South Wales ",70275.jpg,1880-1899,1880-1899,1900-1919,1860-1879,1880-1899,1880-1899,True,False,False,True,True,False
195,Joan Miro,1925,figurative,Surrealism,Smoker Head,39160.jpg,1920-1939,1940-1959,1900-1919,1960-1979,1920-1939,1920-1939,False,False,False,True,True,False
196,Christopher Wood,1928,genre painting,Post-Impressionism,The Fisherman’s Farewell ,26333.jpg,1920-1939,1920-1939,1900-1919,1940-1959,1920-1939,1900-1919,True,False,False,True,False,False
197,Carl Larsson,1896,interior,Art Nouveau (Modern),Between Christmas and New Aсo,98882.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
198,Maynard Dixon,1927,cloudscape,Impressionism,Prairie Shower,13140.jpg,1920-1939,1960-1979,1900-1919,1960-1979,1960-1979,1920-1939,False,False,False,False,True,False
199,Vincent van Gogh,1886,animal painting,Post-Impressionism,The Kingfisher ,37616.jpg,1880-1899,1880-1899,1980-1999,1920-1939,1980-1999,1900-1919,True,False,False,False,False,False
200,Paula Modersohn-Becker,1907,religious painting,Expressionism,The Good Samaritan,75180.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
201,Mihaly Munkacsy,1871,genre painting,Realism,Pluckmakers,97834.jpg,1860-1879,1860-1879,1980-1999,1880-1899,1880-1899,1860-1879,True,False,False,False,True,False
202,Fernand Khnopff,1910,symbolic painting,Art Nouveau (Modern),Paganism,62638.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1860-1879,True,True,True,True,False,False
203,Vasile Popescu,1933,cityscape,Impressionism,Terrace of the Royal Palace in Balchik,89338.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1880-1899,True,False,True,True,False,False
204,Samuel Peploe,1906,genre painting,Post-Impressionism,Étaples ,33214.jpg,1900-1919,1940-1959,1900-1919,1940-1959,1940-1959,1900-1919,False,True,False,False,True,False
205,Enrico Prampolini,1937,abstract,Surrealism,Figura nello spazio I ,42171.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1920-1939,1940-1959,True,False,True,True,False,False
206,Childe Hassam,1901,cityscape,Impressionism,"October Sundown, Newport",69712.jpg,1900-1919,1860-1879,1900-1919,1860-1879,1880-1899,1880-1899,False,True,False,False,False,False
207,Gustave de Smet,1914,landscape,Impressionism,Haystacks,11721.jpg,1900-1919,1880-1899,1860-1879,1900-1919,1880-1899,1960-1979,False,False,True,False,False,False
208,Theo van Doesburg,1924,design,Neoplasticism,Design for Stained Glass Composition XIII,40353.jpg,1920-1939,1960-1979,1960-1979,1940-1959,1940-1959,1960-1979,False,False,False,False,False,False
209,Angelo de Sousa,1965,abstract,Hard Edge Painting,unknown title,99960.jpg,1960-1979,1940-1959,1940-1959,1940-1959,1940-1959,1920-1939,False,False,False,False,False,False
210,Vasily Vereshchagin,1872,cityscape,Realism,Triumph,50021.jpg,1860-1879,1860-1879,1900-1919,1860-1879,1860-1879,1900-1919,True,False,True,True,False,False
211,Ernst Ludwig Kirchner,1918,still life,Expressionism,Pink Roses,38012.jpg,1900-1919,1920-1939,1900-1919,1940-1959,1900-1919,1900-1919,False,True,False,True,True,False
212,Salvador Dali,1945,landscape,Surrealism,Fountain of Milk Spreading Itself Uselessly on Three Shoes,49782.jpg,1940-1959,1940-1959,1980-1999,1900-1919,1920-1939,1860-1879,True,False,False,False,False,False
213,Kathe Kollwitz,1919,genre painting,Expressionism,Memorial for Karl Liebknecht,38591.jpg,1900-1919,1920-1939,1980-1999,1920-1939,1920-1939,1960-1979,False,False,False,False,False,False
214,Pyotr Konchalovsky,1946,genre painting,Post-Impressionism,Floor polisher,4232.jpg,1940-1959,1900-1919,1900-1919,1920-1939,1920-1939,1940-1959,False,False,False,False,True,False
215,Max Ernst,1934,illustration,Surrealism,"Illustration to ""A Week of Kindness""",75796.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1900-1919,1920-1939,True,False,True,False,True,False
216,Paul Gauguin,1886,genre painting,Post-Impressionism,Four Breton Women,51064.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1900-1919,1860-1879,True,False,True,False,False,False
217,Frederic Remington,1904,genre painting,Impressionism,The End of the Day,26215.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1900-1919,1880-1899,False,True,True,True,False,False
218,John Singer Sargent,1888,portrait,Impressionism,Morning Walk,42543.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,True,False,False,True,True,False
219,Florine Stettheimer,1920,genre painting,Naïve Art (Primitivism),Ashbury Park South,45913.jpg,1920-1939,1940-1959,1980-1999,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
220,Andre Derain,1911,religious painting,Cubism,The Last Supper of Jesus,64725.jpg,1900-1919,1920-1939,1900-1919,1920-1939,1920-1939,1920-1939,False,True,False,False,False,False
221,Jules Dupre,1870,marina,Impressionism,Calm before the storm,94956.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
222,Alfred Jensen,1974,abstract,Abstract Expressionism,"Coordinative Thinking on the Square and Rectangle; Per, IV",76750.jpg,1960-1979,1960-1979,1980-1999,1960-1979,1960-1979,1900-1919,True,False,True,True,False,False
223,Vasily Surikov,1909,portrait,Realism,Portrait of khakasy,18671.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1900-1919,1900-1919,True,True,False,True,True,False
224,Anton Melbye,1878,marina,Romanticism,Laguna di Venezia,76604.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
225,Isaac Levitan,1878,landscape,Realism,Birch grove,14098.jpg,1860-1879,1960-1979,1900-1919,1880-1899,1920-1939,1860-1879,False,False,False,False,True,False
226,Samuel Peploe,1907,portrait,Post-Impressionism,Portrait of the Artist's Wife ,75228.jpg,1900-1919,1900-1919,1900-1919,1940-1959,1900-1919,1860-1879,True,True,False,True,False,False
227,Maurice Denis,1907,religious painting,Symbolism,The Gathering,15817.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1920-1939,1900-1919,False,True,True,False,True,False
228,Marc Chagall,1962,genre painting,Naïve Art (Primitivism),Dance,33898.jpg,1960-1979,1920-1939,1900-1919,1900-1919,1960-1979,1980-1999,False,False,False,True,False,False
229,Kuzma Petrov-Vodkin,1918,still life,Symbolism,Violin ,96993.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1900-1919,1940-1959,False,True,False,True,False,False
230,Neil Welliver,1982,cloudscape,Contemporary Realism,Night Scene,52280.jpg,1980-1999,1920-1939,1900-1919,1900-1919,1900-1919,1860-1879,False,False,False,False,False,False
231,Josef Albers,1932,abstract,Constructivism,Steps,35306.jpg,1920-1939,1960-1979,1940-1959,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
232,Mark Rothko,1938,portrait,Expressionism,Untitled (Standing Man and Woman),29589.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1900-1919,1920-1939,True,False,True,False,True,False
233,Kateryna Bilokur,1959,flower painting,Naïve Art (Primitivism),Flowers,52138.jpg,1940-1959,1920-1939,1980-1999,1880-1899,1920-1939,1860-1879,False,False,False,False,False,False
234,John Singer Sargent,1918,genre painting,Impressionism,Crashed Aeroplane,2819.jpg,1900-1919,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,False,False,True,False,False,False
235,Edgar Degas,1886,nude painting (nu),Impressionism,The Tub,17176.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,1940-1959,True,False,False,False,False,False
236,Ivan Bilibin,1901,illustration,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka""",89588.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1980-1999,True,True,True,True,False,False
237,Marc Chagall,1946,animal painting,Surrealism,Cow with Parasol,87591.jpg,1940-1959,1900-1919,1900-1919,1900-1919,1900-1919,1940-1959,False,False,False,False,True,False
238,Edgar Degas,1877,nude painting (nu),Impressionism,Woman at Her Toilette,17139.jpg,1860-1879,1860-1879,1900-1919,1900-1919,1900-1919,1940-1959,True,False,False,False,False,False
239,Adolf Dietrich,1944,flower painting,Naïve Art (Primitivism),Blühender Schlangenkaktus vor Seelandschaft,25543.jpg,1940-1959,1940-1959,1980-1999,1960-1979,1940-1959,1980-1999,True,False,False,True,False,False
240,Andrei Ryabushkin,1895,illustration,Romanticism,"Churilo Plenkovich. Illustration for the book ""Russian epic heroes""",56121.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,1920-1939,True,False,False,False,False,False
241,Camille Pissarro,1895,genre painting,Impressionism,Woman Putting on Her Stockings,60909.jpg,1880-1899,1920-1939,1900-1919,1880-1899,1880-1899,1880-1899,False,False,True,True,True,False
242,Gustave Caillebotte,1877,genre painting,Impressionism,Boating on the Yerres,55339.jpg,1860-1879,1900-1919,1980-1999,1860-1879,1880-1899,1900-1919,False,False,True,False,False,False
243,Henri Matisse,1911,interior,Expressionism,Red Studio,49791.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1920-1939,1920-1939,True,False,True,False,False,False
244,John William Godward,1912,portrait,Neoclassicism,Absence Makes the Heart Grow Fonder,90139.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1900-1919,1860-1879,True,False,True,True,False,False
245,Hasui Kawase,1947,cityscape,Shin-hanga,"Night Rain at Kawarako, Ibaraki",23464.jpg,1940-1959,1920-1939,1900-1919,1920-1939,1940-1959,1920-1939,False,False,False,True,False,False
246,Tivadar Kosztka Csontvary,1898,genre painting,Post-Impressionism,Young Painter,81376.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,True,False,False,False,False,False
247,Raphael Delorme,1925,allegorical painting,Art Deco,L'Afrique,15934.jpg,1920-1939,1940-1959,1900-1919,1920-1939,1900-1919,1880-1899,False,False,True,False,False,False
248,T. C. Steele,1904,landscape,Impressionism,November Morning,31342.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1880-1899,1900-1919,True,True,False,False,True,False
249,Walter Crane,1893,landscape,Neo-Romanticism,"The Moat and Bishop's Palace, Wells Cathedral",52522.jpg,1880-1899,1860-1879,1900-1919,1900-1919,1880-1899,1860-1879,False,False,False,True,False,False
250,M.C. Escher,1921,allegorical painting,Expressionism,Perfume,17669.jpg,1920-1939,1920-1939,1960-1979,1920-1939,1940-1959,1900-1919,True,False,True,False,False,False
251,Martiros Saryan,1942,landscape,Symbolism,Apricot tree in blossom,54152.jpg,1940-1959,1860-1879,1900-1919,1920-1939,1920-1939,1900-1919,False,False,False,False,False,False
252,Maki Haku,1966,abstract,Sōsaku hanga,Poem 7,30500.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,True,True,True,True,True,True
